TB_PO:
COT_ID,PONO,Amount,OrderDate,ReceiveDate
0000302729,4197006,192.3090000,2014-07-16,2014-07-23
0000302729,4197007,192.3090000,2014-07-16,2014-07-23
0000302743,71214493,10289.7180000,2017-05-01,2017-05-09
0000302743,71234062,22781.1610000,2017-05-03,2017-05-12
0000302743,71234480,116202.2550000,2017-05-03,2017-05-12
0000302743,71234481,17018.8320000,2017-05-03,2017-05-12
0000302743,71244134,1430.7840000,2017-05-04,2017-05-12
0000302743,71284025,8140.0080000,2017-05-08,2017-05-16
0000302743,71284295,9361.5180000,2017-05-08,2017-05-16
0000302743,71284532,897.4320000,2017-05-08,2017-05-16
0000302743,70984326,0.0000000,2017-04-08,2017-04-08
0000302743,71034673,0.0000000,2017-04-13,2017-04-13
0000302743,71084529,0.0000000,2017-04-18,2017-04-18
0000302743,71134364,0.0000000,2017-04-23,2017-04-23
0000302743,71184532,0.0000000,2017-04-28,2017-04-28
0000302743,71235413,0.0000000,2017-05-03,2017-05-03
0000302743,71284814,0.0000000,2017-05-08,2017-05-08
TB_PODetail:
COT_ID,PONO,ItemBarCode,SeqNumber,Unit,OrderQuantity,Price
0000302743,70984326,6917751410504,310629,只,-1,
0000302743,70984326,6917751410603,310640,只,-152,
0000302743,70984326,6917751430045,310651,卷,-76,
0000302743,70984326,6917751430052,311938,卷,-66,
0000302743,70984326,6917751420114,446732,双,-21,
0000302743,70984326,6917751420107,446743,双,-1,
0000302743,70984326,6917751451033,482809,包,-32,
0000302743,70984326,6917751430069,582849,只,-374,
0000302743,70984326,6917751510303,588665,盒,-475,
0000302743,70984326,6917751530011,627289,只,-292,
0000302743,70984326,6917751460462,885124,个,-1,
0000302743,70984326,6917751410207,939136,包,-82,
0000302743,70984326,6917751410313,1199493,组,-631,
0000302743,70984326,6917751430373,1336798,个,-42,
0000302743,70984326,6917751460592,1442242,个,-1,
0000302743,70984326,6917751460660,1635792,支,-3,
0000302743,70984326,6917751461254,1696448,包,-1,
0000302743,70984326,6917751470461,1734655,包,-2,
0000302743,70984326,6917751460776,1844162,套,-1,
0000302743,70984326,6917751451170,1859289,包,-6,
0000302743,70984326,6917751461353,1922360,包,-116,
0000302743,70984326,6917751460783,1922361,把,-2,
0000302743,70984326,6917751470553,1943381,个,-1,
0000302743,70984326,6917751461247,1960463,个,-1,
0000302743,70984326,6917751461315,1960466,个,-11,
0000302743,70984326,6917751460691,1976378,把,-9,
0000302743,70984326,6917751451279,2054412,包,-61,
0000302743,70984326,6917751412805,2054998,卷,-30,
0000302743,70984326,6917751460899,2196664,套,-4,
0000302743,71034673,6917751430014,105504,包,-8,
0000302743,71034673,6917751430021,105519,包,-11,
0000302743,71034673,6917751470621,2055008,包,-24,
0000302743,71034673,6917751460615,1675717,把,-1,
0000302743,71034673,6917751461254,1696448,包,-23,
0000302743,71034673,6917751430717,1806811,组,-2,
0000302743,71034673,6917751510303,588665,盒,-171,
0000302743,71034673,6917751430038,105509,包,-11,
0000302743,71034673,6917751430076,289191,组,-60,
0000302743,71034673,6917751430045,310651,卷,-296,
0000302743,71034673,6917751430052,311938,卷,-136,
0000302743,71034673,6917751430069,582849,只,-403,
0000302743,71034673,6917751530011,627289,只,-488,
0000302743,71034673,6917751461353,1922360,包,-19,
0000302743,71034673,6917751420213,745355,个,-2,
0000302743,71034673,6917751420107,446743,双,-3,
0000302743,71034673,6917751470225,629792,包,-164,
0000302743,71034673,6917751470201,630012,包,-33,
0000302743,71034673,6917751460318,196122,个,-1,
0000302743,71034673,6917751460202,567473,支,-29,
0000302743,71034673,6917751451125,1645799,包,-1,
0000302743,71034673,6917751512406,1734656,支,-1,
0000302743,71034673,6917751461315,1960466,个,-2,
0000302743,71034673,6917751461247,1960463,个,-92,
0000302743,71034673,6917751470140,629744,包,-13,
0000302743,71034673,6917751430755,2055002,包,-3,
0000302743,71034673,6917751430748,2055000,包,-16,
0000302743,71034673,6917751461124,1330316,包,-3,
0000302743,71034673,6917751420114,446732,双,-1,
0000302743,71034673,6917751451194,1948011,袋,-1,
0000302743,71034673,6917751460431,669650,把,-1,
0000302743,71034673,6917751460035,422607,袋,-140,
0000302743,71034673,6917751510105,227381,盒,-77,
0000302743,71034673,6917751410405,227392,卷,-101,
0000302743,71034673,6917751410504,310629,只,-1,
0000302743,71034673,6917751470553,1943381,个,-20,
0000302743,71034673,6917751410306,748968,卷,-2,
0000302743,71034673,6917751410603,310640,只,-345,
0000302743,71034673,6917751470126,301786,包,-1,
0000302743,71034673,6917751470119,145998,包,-105,
0000302743,71034673,6917751410313,1199493,组,-236,
0000302743,71034673,6917751451279,2054412,包,-56,
0000302743,71034673,6917751412805,2054998,卷,-77,
0000302743,71034673,6917751460899,2196664,套,-3,
0000302743,71084529,6917751430014,105504,包,-122,
0000302743,71084529,6917751430038,105509,包,-248,
0000302743,71084529,6917751430021,105519,包,-243,
0000302743,71084529,6917751470119,145998,包,-25,
0000302743,71084529,6917751510105,227381,盒,-140,
0000302743,71084529,6917751410405,227392,卷,-25,
0000302743,71084529,6917751430076,289191,组,-169,
0000302743,71084529,6917751470126,301786,包,-200,
0000302743,71084529,6917751410504,310629,只,-61,
0000302743,71084529,6917751410603,310640,只,-102,
0000302743,71084529,6917751430045,310651,卷,-268,
0000302743,71084529,6917751430052,311938,卷,-148,
0000302743,71084529,6917751430151,379081,包,-89,
0000302743,71084529,6917751430144,379114,包,-85,
0000302743,71084529,6917751460103,567471,支,-5,
0000302743,71084529,6917751460202,567473,支,-5,
0000302743,71084529,6917751430069,582849,只,-201,
0000302743,71084529,6917751510303,588665,盒,-168,
0000302743,71084529,6917751530011,627289,只,-343,
0000302743,71084529,6917751470140,629744,包,-60,
0000302743,71084529,6917751470225,629792,包,-223,
0000302743,71084529,6917751460462,885124,个,-1,
0000302743,71084529,6917751410313,1199493,组,-371,
0000302743,71084529,6917751461124,1330316,包,-211,
0000302743,71084529,6917751460028,1616887,个,-300,
0000302743,71084529,6917751430595,1642290,个,-80,
0000302743,71084529,6917751420220,1642326,个,-24,
0000302743,71084529,6917751461254,1696448,包,-1,
0000302743,71084529,6917751470461,1734655,包,-1,
0000302743,71084529,6917751512406,1734656,支,-31,
0000302743,71084529,6917751430717,1806811,组,-65,
0000302743,71084529,6917751460776,1844162,套,-2,
0000302743,71084529,6917751461353,1922360,包,-150,
0000302743,71084529,6917751470553,1943381,个,-20,
0000302743,71084529,6917751461247,1960463,个,-10,
0000302743,71084529,6917751412805,2054998,卷,-24,
0000302743,71084529,6917751430748,2055000,包,-4,
0000302743,71084529,6917751430755,2055002,包,-3,
0000302743,71134364,6917751430014,105504,包,-7,
0000302743,71134364,6917751430038,105509,包,-7,
0000302743,71134364,6917751430021,105519,包,-9,
0000302743,71134364,6917751510105,227381,盒,-2,
0000302743,71134364,6917751470126,301786,包,-108,
0000302743,71134364,6917751410504,310629,只,-1,
0000302743,71134364,6917751410603,310640,只,-31,
0000302743,71134364,6917751430045,310651,卷,-60,
0000302743,71134364,6917751430151,379081,包,-2,
0000302743,71134364,6917751430069,582849,只,-42,
0000302743,71134364,6917751510303,588665,盒,-97,
0000302743,71134364,6917751530011,627289,只,-148,
0000302743,71134364,6917751470225,629792,包,-218,
0000302743,71134364,6917751410306,748968,卷,-4,
0000302743,71134364,6917751410313,1199493,组,-153,
0000302743,71134364,6917751461254,1696448,包,-1,
0000302743,71134364,6917751430717,1806811,组,-1,
0000302743,71134364,6917751470553,1943381,个,-16,
0000302743,71134364,6917751461247,1960463,个,-1,
0000302743,71134364,6917751410610,2054994,卷,-2,
0000302743,71134364,6917751430748,2055000,包,-1,
0000302743,71134364,6917751470621,2055008,包,-1,
0000302743,71184532,6917751510303,588665,盒,-39,
0000302743,71184532,6917751470621,2055008,包,-38,
0000302743,71184532,6917751412515,2054999,卷,-2,
0000302743,71184532,6917751430755,2055002,包,-1,
0000302743,71184532,6917751430748,2055000,包,-4,
0000302743,71184532,6917751470225,629792,包,-322,
0000302743,71184532,6917751470140,629744,包,-30,
0000302743,71184532,6917751470126,301786,包,-168,
0000302743,71184532,6917751470119,145998,包,-5,
0000302743,71184532,6917751410504,310629,只,-4,
0000302743,71184532,6917751530011,627289,只,-82,
0000302743,71184532,6917751430069,582849,只,-60,
0000302743,71184532,6917751430052,311938,卷,-122,
0000302743,71184532,6917751430045,310651,卷,-234,
0000302743,71184532,6917751430076,289191,组,-30,
0000302743,71184532,6917751430038,105509,包,-8,
0000302743,71184532,6917751430021,105519,包,-10,
0000302743,71184532,6917751430014,105504,包,-7,
0000302743,71184532,6917751512406,1734656,支,-4,
0000302743,71235413,6917751430014,105504,包,-7,
0000302743,71235413,6917751430038,105509,包,-22,
0000302743,71235413,6917751430021,105519,包,-4,
0000302743,71235413,6917751410405,227392,卷,-153,
0000302743,71235413,6917751470126,301786,包,-8,
0000302743,71235413,6917751410603,310640,只,-155,
0000302743,71235413,6917751430045,310651,卷,-474,
0000302743,71235413,6917751430052,311938,卷,-365,
0000302743,71235413,6917751430069,582849,只,-215,
0000302743,71235413,6917751510303,588665,盒,-157,
0000302743,71235413,6917751530011,627289,只,-186,
0000302743,71235413,6917751470225,629792,包,-225,
0000302743,71235413,6917751410313,1199493,组,-225,
0000302743,71235413,6917751420350,1859300,双,-9,
0000302743,71235413,6917751430748,2055000,包,-6,
0000302743,71235413,6917751430755,2055002,包,-2,
0000302743,71235413,6917751470621,2055008,包,-2,
0000302743,71284814,6917751430014,105504,包,-196,
0000302743,71284814,6917751430038,105509,包,-11,
0000302743,71284814,6917751430021,105519,包,-243,
0000302743,71284814,6917751470119,145998,包,-80,
0000302743,71284814,6917751410405,227392,卷,-1,125,
0000302743,71284814,6917751430076,289191,组,-60,
0000302743,71284814,6917751470126,301786,包,-19,
0000302743,71284814,6917751410603,310640,只,-1,458,
0000302743,71284814,6917751430045,310651,卷,-2,991,
0000302743,71284814,6917751430052,311938,卷,-4,586,
0000302743,71284814,6917751430069,582849,只,-1,715,
0000302743,71284814,6917751510303,588665,盒,-556,
0000302743,71284814,6917751530011,627289,只,-3,391,
0000302743,71284814,6917751470140,629744,包,-20,
0000302743,71284814,6917751470225,629792,包,-2,478,
0000302743,71284814,6917751410306,748968,卷,-1,
0000302743,71284814,6917751410313,1199493,组,-1,528,
0000302743,71284814,6917751470461,1734655,包,-4,
0000302743,71284814,6917751512406,1734656,支,-22,
0000302743,71284814,6917751470553,1943381,个,-1,
0000302743,71284814,6917751461315,1960466,个,-35,
0000302743,71284814,6917751412805,2054998,卷,-1,
0000302743,71284814,6917751412515,2054999,卷,-29,
0000302743,71284814,6917751430755,2055002,包,-2,
